PoolList;description;Patch
4047;Mineral nodes - Stranglehorn Vale - multinodes subzone 18;10
4048;Mineral nodes - Stranglehorn Vale - multinodes subzone 18;10
4049;Mineral nodes - Stranglehorn Vale - multinodes subzone 18;10
4053;Mineral nodes - Stranglehorn Vale - multinodes subzone 19;10
4054;Mineral nodes - Stranglehorn Vale - multinodes subzone 19;10
4058;Mineral nodes - Stranglehorn Vale - multinodes subzone 20;10
4059;Mineral nodes - Stranglehorn Vale - multinodes subzone 20;10
4060;Mineral nodes - Stranglehorn Vale - multinodes subzone 20;10
4061;Mineral nodes - Stranglehorn Vale - multinodes subzone 20;10
4062;Mineral nodes - Stranglehorn Vale - multinodes subzone 20;10
4065;Mineral nodes - Stranglehorn Vale - multinodes subzone 21;10
4067;Mineral nodes - Stranglehorn Vale - multinodes subzone 22;10
4071;Mineral nodes - Stranglehorn Vale - multinodes subzone 24;10
4072;Mineral nodes - Stranglehorn Vale - multinodes subzone 24;10
4073;Mineral nodes - Stranglehorn Vale - multinodes subzone 24;10
4074;Mineral nodes - Stranglehorn Vale - multinodes subzone 24;10
4075;Mineral nodes - Stranglehorn Vale - multinodes subzone 24;10
4077;Mineral nodes - Stranglehorn Vale - multinodes subzone 25;10
4079;Mineral nodes - Stranglehorn Vale - multinodes subzone 25;10
4080;Mineral nodes - Stranglehorn Vale - multinodes subzone 25;10
4081;Mineral nodes - Stranglehorn Vale - multinodes subzone 25;10
4083;Mineral nodes - Stranglehorn Vale - multinodes subzone 25;10
4084;Mineral nodes - Stranglehorn Vale - multinodes subzone 25;10
4085;Mineral nodes - Stranglehorn Vale - multinodes subzone 25;10
4092;Mineral nodes - Stranglehorn Vale - multinodes subzone 26;10
4093;Mineral nodes - Stranglehorn Vale - multinodes subzone 26;10
4094;Mineral nodes - Stranglehorn Vale - multinodes subzone 26;10
4095;Mineral nodes - Stranglehorn Vale - multinodes subzone 26;10
4096;Mineral nodes - Stranglehorn Vale - multinodes subzone 26;10
4097;Mineral nodes - Stranglehorn Vale - multinodes subzone 26;10
4098;Mineral nodes - Stranglehorn Vale - multinodes subzone 26;10
4100;Mineral nodes - Stranglehorn Vale - multinodes subzone 27;10
4101;Mineral nodes - Stranglehorn Vale - multinodes subzone 27;10
4105;Mineral nodes - Stranglehorn Vale - multinodes subzone 29;10
4109;Mineral nodes - Stranglehorn Vale - multinodes subzone 30;10
4111;Mineral nodes - Stranglehorn Vale - multinodes subzone 32;10
4112;Mineral nodes - Stranglehorn Vale - multinodes subzone 32;10
4116;Mineral nodes - Stranglehorn Vale - multinodes subzone 33;10
4118;Mineral nodes - Stranglehorn Vale - multinodes subzone 33;10
4119;Mineral nodes - Stranglehorn Vale - multinodes subzone 33;10
4120;Mineral nodes - Stranglehorn Vale - multinodes subzone 33;10
4121;Mineral nodes - Stranglehorn Vale - multinodes subzone 33;10
4122;Mineral nodes - Stranglehorn Vale - multinodes subzone 33;10
4123;Mineral nodes - Stranglehorn Vale - multinodes subzone 33;10
4124;Mineral nodes - Stranglehorn Vale - multinodes subzone 33;10
4125;Mineral nodes - Stranglehorn Vale - multinodes subzone 33;10
4128;Mineral nodes - Stranglehorn Vale - multinodes subzone 34;10
4129;Mineral nodes - Stranglehorn Vale - multinodes subzone 34;10
4130;Mineral nodes - Stranglehorn Vale - multinodes subzone 34;10
4131;Mineral nodes - Stranglehorn Vale - multinodes subzone 34;10
4132;Mineral nodes - Stranglehorn Vale - multinodes subzone 34;10
4133;Mineral nodes - Stranglehorn Vale - multinodes subzone 34;10
4134;Mineral nodes - Stranglehorn Vale - multinodes subzone 34;10
4136;Mineral nodes - Stranglehorn Vale - multinodes subzone 36;10
4140;Mineral nodes - Stranglehorn Vale - multinodes subzone 39;10
4141;Mineral nodes - Stranglehorn Vale - multinodes subzone 39;10
4142;Mineral nodes - Stranglehorn Vale - multinodes subzone 39;10
4143;Mineral nodes - Stranglehorn Vale - multinodes subzone 39;10
4144;Mineral nodes - Stranglehorn Vale - multinodes subzone 39;10
4148;Mineral nodes - Stranglehorn Vale - multinodes subzone 40;10
4149;Mineral nodes - Stranglehorn Vale - multinodes subzone 40;10
4151;Mineral nodes - Stranglehorn Vale - multinodes subzone 41;10
4153;Mineral nodes - Stranglehorn Vale - multinodes subzone 42;10
4155;Mineral nodes - Stranglehorn Vale - multinodes subzone 43;10
4156;Mineral nodes - Stranglehorn Vale - multinodes subzone 43;10
4157;Mineral nodes - Stranglehorn Vale - multinodes subzone 43;10
4158;Mineral nodes - Stranglehorn Vale - multinodes subzone 43;10
4159;Mineral nodes - Stranglehorn Vale - multinodes subzone 43;10
4163;Mineral nodes - Stranglehorn Vale - multinodes subzone 44;10
4165;Mineral nodes - Stranglehorn Vale - multinodes subzone 44;10
4166;Mineral nodes - Stranglehorn Vale - multinodes subzone 44;10
4169;Mineral nodes - Stranglehorn Vale - multinodes subzone 45;10
4170;Mineral nodes - Stranglehorn Vale - multinodes subzone 45;10
4172;Mineral nodes - Stranglehorn Vale - multinodes subzone 46;10
4176;Mineral nodes - Stranglehorn Vale - multinodes subzone 49;10
4177;Mineral nodes - Stranglehorn Vale - multinodes subzone 49;10
4178;Mineral nodes - Stranglehorn Vale - multinodes subzone 49;10
4179;Mineral nodes - Stranglehorn Vale - multinodes subzone 49;10
4180;Mineral nodes - Stranglehorn Vale - multinodes subzone 49;10
4181;Mineral nodes - Stranglehorn Vale - multinodes subzone 49;10
4182;Mineral nodes - Stranglehorn Vale - multinodes subzone 49;10
4184;Mineral nodes - Stranglehorn Vale - multinodes subzone 50;10
4185;Mineral nodes - Stranglehorn Vale - multinodes subzone 50;10
4186;Mineral nodes - Stranglehorn Vale - multinodes subzone 50;10
4188;Mineral nodes - Stranglehorn Vale - multinodes subzone 54;10
4190;Mineral nodes - Stranglehorn Vale - multinodes subzone 55;10
5000;";Mineral nodes - Badlands - multinodes subzone 10";10
6315;Mineral nodes - Desolace - subzone 2;10
6316;Mineral nodes - Desolace - subzone 3;10
6317;Mineral nodes - Desolace - subzone 4;10
6318;Mineral nodes - Desolace - subzone 5;10
6320;Mineral nodes - Desolace - subzone 7;10
6321;Mineral nodes - Desolace - subzone 8;10
6322;Mineral nodes - Desolace - subzone 9;10
6323;Mineral nodes - Desolace - subzone 10;10
6324;Mineral nodes - Desolace - subzone 11;10
6325;Mineral nodes - Desolace - subzone 12;10
6326;Mineral nodes - Desolace - subzone 13;10
6327;Mineral nodes - Desolace - subzone 14;10
6328;Mineral nodes - Desolace - subzone 15;10
6329;Mineral nodes - Desolace - subzone 16;10
6330;Mineral nodes - Desolace - subzone 17;10
6331;Mineral nodes - Desolace - subzone 18;10
6332;Mineral nodes - Desolace - subzone 19;10
6333;Mineral nodes - Desolace - subzone 20;10
6334;Mineral nodes - Desolace - subzone 21;10
6335;Mineral nodes - Desolace - subzone 22;10
6337;Mineral nodes - Desolace - subzone 24;10
6338;Mineral nodes - Desolace - subzone 25;10
6339;Mineral nodes - Desolace - subzone 26;10
6340;Mineral nodes - Desolace - subzone 27;10
6341;Mineral nodes - Desolace - subzone 28;10
6342;Mineral nodes - Desolace - subzone 29;10
6344;Mineral nodes - Desolace - subzone 31;10
6345;Mineral nodes - Desolace - subzone 32;10
6346;Mineral nodes - Desolace - subzone 33;10
6347;Mineral nodes - Desolace - subzone 34;10
6348;Mineral nodes - Desolace - subzone 35;10
6349;Mineral nodes - Desolace - subzone 36;10
6350;Mineral nodes - Desolace - subzone 37;10
6351;Mineral nodes - Desolace - subzone 38;10
6352;Mineral nodes - Desolace - subzone 39;10
6353;Mineral nodes - Desolace - subzone 40;10
6354;Mineral nodes - Desolace - subzone 42;10
6355;Mineral nodes - Desolace - subzone 43;10
6357;Mineral nodes - Desolace - subzone 45;10
6359;Mineral nodes - Desolace - subzone 46;10
6360;Mineral nodes - Desolace - multinodes subzone 46;10
6361;Mineral nodes - Desolace - subzone 51;10
6510;Mineral nodes - Badlands - multinodes subzone 21;10
8016;Wild Steelbloom - Badlands - subzone 1;10
8017;Kingsblood - Badlands - subzone 1;10
8018;Fadeleaf - Badlands - subzone 1;10
8019;Khadgar's Whisker - Badlands - subzone 1;10
8020;Goldthorn - Badlands - subzone 1;10
8021;Firebloom - Badlands - subzone 1;10
8022;Purple Lotus - Badlands - subzone 1;10
8023;Wild Steelbloom - Badlands - subzone 2;10
8024;Kingsblood - Badlands - subzone 2;10
8025;Fadeleaf - Badlands - subzone 2;10
8026;Khadgar's Whisker - Badlands - subzone 2;10
8027;Goldthorn - Badlands - subzone 2;10
8028;Firebloom - Badlands - subzone 2;10
8029;Purple Lotus - Badlands - subzone 2;10
8042;Kingsblood - Swamp of Sorrow - subzone 1;10
8043;Liferoot - Swamp of Sorrow - subzone 1;10
8044;Fadeleaf - Swamp of Sorrow - subzone 1;10
8045;Khadgar's Whisker - Swamp of Sorrow - subzone 1;10
8047;Goldthorn - Swamp of Sorrow - subzone 1;10
8049;Kingsblood - Swamp of Sorrow - subzone 2;10
8050;Liferoot - Swamp of Sorrow - subzone 2;10
8051;Fadeleaf - Swamp of Sorrow - subzone 2;10
8052;Khadgar's Whisker - Swamp of Sorrow - subzone 2;10
8053;Goldthorn - Swamp of Sorrow - subzone 2;10
8141;Goldthorn - Dustwallow Marsh - subzone 1;10
8142;Liferoot - Dustwallow Marsh - subzone 1;10
8144;Kingsblood - Dustwallow Marsh - subzone 1;10
8145;Khadgar's Whisker - Dustwallow Marsh - subzone 1;10
8146;Goldthorn - Dustwallow Marsh - subzone 2;10
8147;Liferoot - Dustwallow Marsh - subzone 2;10
8149;Khadgar's Whisker - Dustwallow Marsh - subzone 2;10
8150;Fadeleaf - Dustwallow Marsh - subzone 2;10
8151;Goldthorn - Dustwallow Marsh - subzone 3;10
8152;Liferoot - Dustwallow Marsh - subzone 3;10
8153;Kingsblood - Dustwallow Marsh - subzone 3;10
8154;Khadgar's Whisker - Dustwallow Marsh - subzone 3;10
8155;Fadeleaf - Dustwallow Marsh - subzone 3;10
8156;Goldthorn - Dustwallow Marsh - subzone 4;10
8157;Liferoot - Dustwallow Marsh - subzone 4;10
8159;Kingsblood - Dustwallow Marsh - subzone 4;10
8160;Khadgar's Whisker - Dustwallow Marsh - subzone 4;10
8161;Fadeleaf - Dustwallow Marsh - subzone 4;10
8264;Wild Steelbloom - Stranglehorn Vale - subzone 1;10
8265;Kingsblood - Stranglehorn Vale - subzone 1;10
8266;Fadeleaf - Stranglehorn Vale - subzone 1;10
8267;Liferoot - Stranglehorn Vale - subzone 1;10
8268;Khadgar's Whisker - Stranglehorn Vale - subzone 1;10
8270;Goldthorn - Stranglehorn Vale - subzone 1;10
8271;Wild Steelbloom - Stranglehorn Vale - subzone 2;10
8272;Kingsblood - Stranglehorn Vale - subzone 2;10
8273;Purple Lotus - Stranglehorn Vale - subzone 2;10
8274;Fadeleaf - Stranglehorn Vale - subzone 2;10
8275;Liferoot - Stranglehorn Vale - subzone 2;10
8276;Khadgar's Whisker - Stranglehorn Vale - subzone 2;10
8278;Goldthorn - Stranglehorn Vale - subzone 2;10
8279;Wild Steelbloom - Stranglehorn Vale - subzone 3;10
8280;Kingsblood - Stranglehorn Vale - subzone 3;10
8281;Purple Lotus - Stranglehorn Vale - subzone 3;10
8282;Fadeleaf - Stranglehorn Vale - subzone 3;10
8283;Liferoot - Stranglehorn Vale - subzone 3;10
8284;Khadgar's Whisker - Stranglehorn Vale - subzone 3;10
8285;Goldthorn - Stranglehorn Vale - subzone 3;10
8286;Wild Steelbloom - Stranglehorn Vale - subzone 4;10
8287;Kingsblood - Stranglehorn Vale - subzone 4;10
8288;Purple Lotus - Stranglehorn Vale - subzone 4;10
8289;Fadeleaf - Stranglehorn Vale - subzone 4;10
8290;Liferoot - Stranglehorn Vale - subzone 4;10
8291;Khadgar's Whisker - Stranglehorn Vale - subzone 4;10
8293;Goldthorn - Stranglehorn Vale - subzone 4;10
8294;Wild Steelbloom - Stranglehorn Vale - subzone 5;10
8295;Kingsblood - Stranglehorn Vale - subzone 5;10
8296;Liferoot - Stranglehorn Vale - subzone 5;10
8297;Khadgar's Whisker - Stranglehorn Vale - subzone 5;10
8299;Goldthorn - Stranglehorn Vale - subzone 5;10
8300;Wild Steelbloom - Stranglehorn Vale - subzone 6;10
8301;Kingsblood - Stranglehorn Vale - subzone 6;10
8302;Purple Lotus - Stranglehorn Vale - subzone 6;10
8303;Fadeleaf - Stranglehorn Vale - subzone 6;10
8304;Liferoot - Stranglehorn Vale - subzone 6;10
8305;Khadgar's Whisker - Stranglehorn Vale - subzone 6;10
8307;Goldthorn - Stranglehorn Vale - subzone 6;10
8449;Purple Lotus - Ashenvale - subzone 1;10
8457;Purple Lotus - Ashenvale - subzone 2;10
8465;Purple Lotus - Ashenvale - subzone 3;10
8470;Purple Lotus - Ashenvale - subzone 4;10
8483;Purple Lotus - Ashenvale - subzone 6;10
8734;Bruiseweed - Desolace - subzone 1;10
8735;Wild Steelbloom - Desolace - subzone 1;10
8736;Kingsblood - Desolace - subzone 1;10
8737;Grave Moss - Desolace - subzone 1;10
8738;Liferoot - Desolace - subzone 1;10
8740;Bruiseweed - Desolace - subzone 2;10
8741;Wild Steelbloom - Desolace - subzone 2;10
8742;Kingsblood - Desolace - subzone 2;10
8743;Grave Moss - Desolace - subzone 2;10
8744;Bruiseweed - Desolace - subzone 3;10
8745;Wild Steelbloom - Desolace - subzone 3;10
8746;Kingsblood - Desolace - subzone 3;10
8747;Grave Moss - Desolace - subzone 3;10
8748;Liferoot - Desolace - subzone 3;10
8752;Wild Steelbloom - Desolace - subzone 4;10
8753;Kingsblood - Desolace - subzone 4;10
8754;Grave Moss - Desolace - subzone 4;10
21421;Stranglethorn Vale - Food Crate (3707) & Barrel of Sweet Nectar (3706) - Master Pool;10
21422;Dustwallow Marsh - Food Crate (3707) / Food Crate (153470) - Master Pool;10
21423;Badlands - Food Crate (3707) & Barrel of Sweet Nectar (3706) - Master Pool;10
31012;Badlands (Hammertoe's Digsite) - Chest Pool;10
31013;Badlands (Angor Fortress) - Chest Pool;10
31014;Badlands (Agmond's End) - Chest Pool;10
31015;Badlands (Camp Wurg) - Chest Pool;10
31016;Badlands (Camp Boff) - Chest Pool;10
31017;Badlands (Camp Cagg) - Chest Pool;10
31018;Badlands (Dustbelch Grotto) - Chest Pool;10
31022;Swamp of Sorrows (Fallow Sanctuary) - Chest Pool;10
31023;Swamp of Sorrows (Itharius's Cave) - Chest Pool;10
31024;Swamp of Sorrows - Chest Pool;10
31025;Swamp of Sorrows (Misty Reed Strand) - Chest Pool;10
31026;Swamp of Sorrows (Misty Valley) - Chest Pool;10
31048;Dustwallow Marsh (Dreadmurk Shore) - Chest Pool;10
31049;Dustwallow Marsh (Tidefury Cove) - Chest Pool;10
31051;Dustwallow Marsh (Stonemaul Ruins) - Chest Pool;10
31052;Dustwallow Marsh (The Dragonmurk) - Chest Pool;10
31053;Dustwallow Marsh (Dustwallow Bay) - Chest Pool;10
31054;Dustwallow Marsh (The Den of Flame) - Chest Pool;10
31065;Stranglethorn Vale (Venture Co. Base Camp) - Chest Pool;10
31066;Stranglethorn Vale (Kurzen's Compound) - Chest Pool;10
31067;Stranglethorn Vale (Ruins of Zul'Kunda) - Chest Pool;10
31068;Stranglethorn Vale (Kal'ai Ruins) - Chest Pool;10
31069;Stranglethorn Vale (Ruins of Zul'Mamwe) - Chest Pool;10
31070;Stranglethorn Vale (Wild Shore) - Chest Pool;10
31071;Stranglethorn Vale (Jaguero Isle) - Chest Pool;10
31072;Stranglethorn Vale (Mosh'Ogg Ogre Mound) - Chest Pool;10
31073;Stranglethorn Vale - Chest Pool;10
31074;Stranglethorn Vale (Ruins of Jubuwal) - Chest Pool;10
31075;Stranglethorn Vale (Nek'mani Wellspring) - Chest Pool;10
31076;Stranglethorn Vale (Crystalvein Mine) - Chest Pool;10
31077;Stranglethorn Vale (The Vile Reef) - Chest Pool;10
31078;Stranglethorn Vale (Mizjah Ruins) - Chest Pool;10
31079;Stranglethorn Vale (Ziata'jai Ruins) - Chest Pool;10
31082;Alterac Mountains (Strahnbrad) - Chest Pool;10
31083;Alterac Mountains (Ruins of Alterac) - Chest Pool;10
31084;Alterac Mountains (The Uplands) - Chest Pool;10
31085;Alterac Mountains (Dandred's Fold) - Chest Pool;10
31097;Arathi Highlands (Witherbark Village) - Chest Pool;10
31098;Arathi Highlands (Northfold Manor) - Chest Pool;10
31099;Arathi Highlands (Stromgarde Keep) - Chest Pool;10
31100;Arathi Highlands (The Drowned Reef) - Chest Pool;10
31101;Arathi Highlands (Boulderfist Hall) - Chest Pool;10
31103;Arathi Highlands (Drywhisker Gorge) - Chest Pool;10
31128;Hillsbrad Foothills (Western Strand) - Chest Pool;10
31134;Thousand Needles (The Rustmaul Dig Site) - Chest Pool;10
31135;Desolace (Kolkar Village) - Chest Pool;10
31136;Desolace (Thunder Axe Fortress) - Chest Pool;10
31137;Desolace (Sargeron) - Chest Pool;10
31139;Desolace (Valley of Spears) - Chest Pool;10
31140;Desolace (Magram Village) - Chest Pool;10
31162;Ashenvale (The Dor'Danil Barrow Den) - Chest Pool;10
31269;Swamp of Sorrows (Stagalbog Cave) - Chest Pool;10
31273;Dustwallow Marsh (Darkmist Cavern) - Chest Pool;10
31274;Dustwallow Marsh (Wyrmbog) - Chest Pool;10
31275;Dustwallow Marsh (Emberstrife's Den) - Chest Pool;10
31278;Stranglethorn Vale (The Stockpile) - Chest Pool;10
31279;Stranglethorn Vale (Venture Co. Operations Center) - Chest Pool;10
31280;Stranglethorn Vale (Southern Savage Coast) - Chest Pool;10
31281;Stranglethorn Vale (Tkashi Ruins) - Chest Pool;10
31282;Stranglethorn Vale (Bal'lal Ruins) - Chest Pool;10
31283;Stranglethorn Vale (Zuuldaia Ruins) - Chest Pool;10
31284;Stranglethorn Vale (Balia'mah Ruins) - Chest Pool;10
31285;Stranglethorn Vale (Ruins of Aboraz) - Chest Pool;10
31296;Hillsbrad Foothills (Darrow Hill) - Chest Pool;10
31302;Desolace (Bolgan's Hole) - Chest Pool;10
31303;Desolace (Gelkis Village) - Chest Pool;10
31346;Hillsbrad Foothills (Purgation Isle) - Chest Pool;10
39920;Desolace - Master Chest Pool;10
39921;Stranglethorn Vale - Master Chest Pool;10
39922;Dustwallow Marsh - Master Chest Pool;10
39923;Badlands - Master Chest Pool;10
39924;Swamp of Sorrows - Master Chest Pool;10
45501;Blackfathom Deeps - Lorgus Jett (12902);10
45551;Blackfathom Deeps - Master Mineral Pool;10
45561;Blackfathom Deeps - Bruiseweed (1622);10
45570;Blackfathom Deeps - Weapon Crate & Armor Crate Pool;10
45571;Blackfathom Deeps (The Drowned Sacellum) - Giant Clam (19018);10
45572;Blackfathom Deeps (The Pool of Ask'ar) - Giant Clam (19018);10
45573;Blackfathom Deeps (Moonshrine Ruins) - Giant Clam (19018);10
45574;Blackfathom Deeps (The Forgotten Pool) - Giant Clam (19018);10
45590;Blackfathom Deeps - Master Chest Pool;10
45591;Blackfathom Deeps - Chest Pool;10
45592;Blackfathom Deeps (Moonshrine Ruins) - Chest Pool;10
46001;Scarlet Monastery Graveyard - Rare Spawn;10
46051;Scarlet Monastery Graveyard - Master Herb Pool;10
46052;Scarlet Monastery Library - Master Herb Pool;10
46053;Scarlet Monastery Armory - Master Herb Pool;10
46087;Scarlet Monastery Cathedral (Lower Chapel Gardens) - Goldthorn Pool;10
46088;Scarlet Monastery Cathedral (Upper Chapel Gardens) - Goldthorn Pool;10
46089;Scarlet Monastery Cathedral - Liferoot Pool;10
46090;Scarlet Monastery Graveyard - Master Chest Pool;10
46091;Scarlet Monastery Graveyard (Chamber of Atonement) - Chest Pool;10
