GossipList;;Patch
3369;Stop - no. Slow down - maybe.$B$BThe Scholomance is their primary source of training and education. It is from there that the Cult members fan out and ultimately, make their way into our societies.$B$BThat is why we must strike at the source. The very heart of the Cult of the Damned!;16
3370;"Is it? This has always been their method of operation. What is of greater value to Kel'Thuzad and the ever growing Scourge army? A zealous, living, follower that can work their way into a society and then unleash a plague, destroying thousands; or a single undead trooper? Certainly you cannot be that dense$B$BYes, $r, they live, work, and plot among you.";16
3371;The Cult of the Damned has grown large in scope. Nearly every city, from the capitals to the small hamlets and hovels of both the Horde and Alliance, have Cult members hidden amongst their citizenry.$B$BDo not look so surprised. The Cult only wears a uniform for ritual and ceremony. It is quite possible that you have interacted with one during your adventures and not even known.;16
3372;Some were spared the anguish that memories provide.;16
3381;The Barov house sure does keep me busy. Always some sort of refuse coming out of there.;16
3603;He... hello, $N. Sorry, I'm recovering from my wounds.$B$BThose Scarlet Crusaders are tougher than I had given them credit for. They almost did me in.$B$BYou should be careful too. I'd hate to see them get the jump on you.;16
3604;My family worked  the Northridge Lumber Mill in what's now Western Plaguelands. They were dedicated to the Dumah family, and now the Scarlet Crusade have taken it over along with all of Hearthglen!$B$BI will not rest until those zealots are wiped from Azeroth.;16
3647;Be quiet!  Can't you see the master is speaking?;16
3648;What, may I ask, are you doing here?  Put on your student's attire, and study!;16
3649;Your mind is unfocused.  Are you hiding something from me?;16
3661;Well met, $c. You may speak to me unless you have direct business with my mistress Magatha.$B$BI deal with most of her tasks for her so she can concentrate on more important matters. Perhaps there are some things we could discuss before you seek audience with her?;16
3701;Listen closely to what you are told and do not quickly trust, or distrust.  For even friends serve their own ends, $c.$B$BOur great Warchief knows this, and to prove that there are warlocks within the Horde who do not wish to destroy it from within or gain control over it, I have volunteered to aid our young leader in anyway I can.;16
3821;Long ago, before the last great war, my father ran the Northridge Lumber Mill. It was his life, and he was committed to it. Then the war came, and as much as it pained him, we had to flee to Stormwind.$B$BWe lost a number of friends and family in the those days, and it pains me to know that the Scarlet Crusade has taken the mill for their own ends.$B$BThat's why I've returned.;16
3962;No doubt you are another inept simpleton sent from the Dark Lady to train under her champion.$B$B<Nathanos sighs.>$B$BI've sent every one of you back to her in pieces, I don't see why it will be any different this time.$B$BMine, however, is not to question why, but instead to do as the Dark Lady bids.;16
4085;"Before the Scourge came, I had a great business.  I bought and sold everything.  Everything!$B$BAnd my prices were INSANE!$B$BJust ask anyone.  Anyone who's not dead.

Hi $N!  Are you here to buy something?  Or maybe sell something?$B$BYou won't find better prices anywhere, or my name isn't Augustus the Touched!";16
4362;The sturdy crate sits in the middle of the lumber mill surrounded by debris and very zealous followers of the Scarlet Crusade.;16
20005;Ah, one of our own. It is good to see our numbers are growing so rapidly that I can no longer keep track of the faces of our members.$B$BThat fool Thrall thinks I am working hard to cleanse the image of warlocks and prove we are his servants. Idiot! The Burning Legion will make ash of this entire world after it drains it completely.;16
20006;Naive fool. The Burning Blade IS the Shadow Council! There are many cults and organizations under the Council's rule, but all of them are just extensions of their will. I may lead the Burning Blade, but I am still just as much a pawn to the Council as you are to me!$B$BLook at the Searing Blade--most of them think they are becoming the next rising group of powerful warlocks that they will replace the Shadow Council.;16
20007;Haha! Save for their leaders--the satyr, Bazzalan, and the warlock Jergosh--yes, all of them. That is why I constantly send Thrall's worshippers at them. It gives Thrall the impression that I am weeding out the evil in the bowels of his great city. The victory is in reality two-fold: kill Thrall's faithful and test the strength of those in the Searing Blade to see if they are truly worthy of joining me.;16
20008;I will make it known to you. You are obviously already proving yourself in our ranks to become a lieutenant so quickly. Perhaps you can return to me later and I will have tasks for you. The council adores those skilled in the arcane, but servants of all kinds are always welcome, no matter their profession.;16
940;"Help!$B$BIf you get me out of here, I can blow up the door that leads to the chief of Zul'Farrak!

We have to kill more trolls!  Kill enough and I'll blow the door to the troll chief!

Thanks, $N.  If you hadn't shown up I'm sure we would have been dead meat!  Now the only thing between us and the chief troll is that door yonder...";15
941;"Help!  My band and I have been captured by trolls, and they're going to sacrifice us!$B$BGet us out of here and I'll give you anything you want.

We don't have time to talk!  We have to think about those trolls!

Thanks a lot, $N.  We couldn't have made it without you.  Oh, and if I had mentioned before something about repaying you for saving us, well... you can forget it!";15
1053;Eraka no Kimbul$BGod of Tigers, Lord of Beasts, King of Cats, the Prey's Doom$B$BUeetay no Mueh'zala$BGod of Death, Father of Sleep, Son of Time, the Night's Friend.;15
1054;Elortha no Shadra$BGod of Spiders, Mother of Venom, Silk Dancer, Death's Love.;15
1405;This spirit hovers over its fallen body.  Its ghostly eyes pierce through you as it gazes beyond...;15
1470;"Through my studies, I see that defeating the god Hakkar's avatar has weakened him.  But the bulk of his strength remains, lurking at the far end of the Nether.$B$BYou have defeated his avatar once, $N.  Perhaps if you defeat it again you can further weaken the god so that, one day, we might face his true self.$B$BI have prepared a spell that you may use to again summon an avatar of Hakkar within the Sanctum of the Fallen God.  Do you want to confront it once again?

Greetings, $c.  Though time and drink have dulled my outer senses, my inner eyes remain strong.";15
